regression_type,component,CorrCoef,MAE,RMSE,R2
poisson,comp1_fail,0.5133556251982452,0.60722872852006,0.7803596528954408,0
poisson,comp2_fail,0.4597878919939386,0.8067634824656655,1.191338747412113,0
poisson,comp3_fail,0.1839246345237434,4.0083217339454755,8.530667749357997,0
poisson,comp4_fail,0.6219871919840131,0.7611525587669039,0.8937844878653305,0
